Site,Point.ID,Date,Survey.number,Species,Species.code,Count,Distance,Distance.cat,Detection.mode
Aguas Buenas I,4602-2,1/28/15,1,Megascops nudipes,PRSO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-2,1/28/15,3,Megascops nudipes,PRSO,2,>50,4,Sound (Canto)
Aguas Buenas I,4602-2,1/28/15,4,Megascops nudipes,PRSO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-2,1/28/15,3,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-2,1/28/15,3,Turdus plumbeus,RLTH,2,>50,4,Sound (Canto)
Aguas Buenas I,4602-2,1/28/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-3,1/28/15,1,Tyrannus dominicensis,GRAK,2,>50,4,Sound (Canto)
Aguas Buenas I,4602-3,1/28/15,4,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-3,1/28/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-3,1/28/15,2,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-3,1/28/15,3,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-3,1/28/15,3,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,2,Mimus polyglottos,NOMO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,3,Mimus polyglottos,NOMO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,4,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,2,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,3,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,1,Zenaida asiatica,WWDO,2,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,2,Zenaida asiatica,WWDO,2,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,3,Zenaida asiatica,WWDO,3,>50,4,Sound (Canto)
Aguas Buenas I,4602-4,1/28/15,4,Zenaida asiatica,WWDO,2,>50,4,Sound (Canto)
Aguas Buenas I,4602-5,1/28/15,3,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-5,1/28/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-5,1/28/15,3,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-5,1/28/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Aguas Buenas I,4602-1,1/28/15,4,Tyrannus dominicensis,GRAK,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-4,1/28/15,2,Tyrannus dominicensis,GRAK,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-4,1/28/15,3,Tyrannus dominicensis,GRAK,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-4,1/28/15,4,Tyrannus dominicensis,GRAK,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-5,1/28/15,4,Tyrannus dominicensis,GRAK,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-5,1/28/15,1,Tyrannus caudifasciatus,LOKI,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-5,1/28/15,1,Setophaga americana,NOPA,1,0-10,1,Sight (Visto)
Aguas Buenas I,4602-1,1/28/15,3,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Aguas Buenas I,4602-1,1/28/15,4,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
